ID,Tanggal,Pelabuhan,Jenis Kendala,Cuaca,Volume Kargo (ton),Risiko Delay (Jam),Rekomendasi AI
ISS1521,07/07/2025,Makassar,Overload,Badai,15830,0.33,Percepat proses bongkar saat cuaca memungkinkan
ISS1522,20/07/2025,Bitung,Overload,Kabut Tebal,17932,0.34,Tambahkan armada ke pelabuhan
ISS1523,04/06/2025,Tanjung Perak,Cuaca Buruk,Badai,10357,0.24,Aktifkan jalur logistik alternatif
ISS1524,17/06/2025,Bitung,Force Majeure,Kabut Tebal,15155,0.61,Alihkan ke pelabuhan terdekat
ISS1525,28/07/2025,Tanjung Priok,Force Majeure,Kabut Tebal,5071,0.84,Alokasikan ke terminal cadangan
ISS1526,07/07/2025,Makassar,Overload,Angin Kencang,19944,0.27,Alokasikan ke terminal cadangan
ISS1527,25/07/2025,Makassar,Force Majeure,Badai,6006,0.93,Koordinasi dengan otoritas pelabuhan
ISS1528,29/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,3459,0.91,Tunda pengiriman hingga cuaca membaik
ISS1529,28/07/2025,Makassar,Force Majeure,Angin Kencang,17549,0.42,Koordinasi dengan otoritas pelabuhan
ISS1530,16/06/2025,Tanjung Priok,Force Majeure,Badai,6267,0.86,Koordinasi dengan otoritas pelabuhan
ISS1531,03/07/2025,Bitung,Overload,Angin Kencang,19550,0.57,Tunda pengiriman hingga cuaca membaik
ISS1532,05/06/2025,Bitung,Cuaca Buruk,Badai,7112,0.32,Percepat proses bongkar saat cuaca memungkinkan
ISS1533,18/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,3866,0.16,Alihkan kontainer ke terminal lain
ISS1534,09/07/2025,Bitung,Overload,Hujan Deras,13185,0.27,Alokasikan ke terminal cadangan
ISS1535,11/07/2025,Tanjung Priok,Overload,Cerah,14811,0.52,Tambahkan armada ke pelabuhan
ISS1536,02/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,6923,0.47,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1537,22/06/2025,Belawan,Force Majeure,Badai,18143,0.17,Aktifkan jalur logistik alternatif
ISS1538,09/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,7022,0.3,Percepat proses bongkar saat cuaca memungkinkan
ISS1539,14/07/2025,Bitung,Force Majeure,Badai,9203,0.69,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1540,15/07/2025,Bitung,Force Majeure,Angin Kencang,18741,0.74,Aktifkan jalur logistik alternatif
ISS1541,28/06/2025,Bitung,Cuaca Buruk,Hujan Deras,3464,0.87,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1542,21/07/2025,Belawan,Cuaca Buruk,Cerah,10853,0.32,Koordinasi dengan otoritas pelabuhan
ISS1543,05/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,10513,0.63,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1544,03/07/2025,Tanjung Priok,Cuaca Buruk,Badai,10962,0.1,Tambahkan armada ke pelabuhan
ISS1545,13/06/2025,Makassar,Cuaca Buruk,Hujan Deras,3120,0.84,Percepat proses bongkar saat cuaca memungkinkan
ISS1546,08/07/2025,Bitung,Overload,Kabut Tebal,5882,0.69,Percepat proses bongkar saat cuaca memungkinkan
ISS1547,01/06/2025,Tanjung Perak,Overload,Kabut Tebal,10753,0.74,Koordinasi dengan otoritas pelabuhan
ISS1548,12/06/2025,Tanjung Perak,Overload,Kabut Tebal,15220,0.65,Tambahkan armada ke pelabuhan
ISS1549,29/07/2025,Bitung,Force Majeure,Hujan Deras,16126,0.71,Aktifkan jalur logistik alternatif
ISS1550,12/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,8639,0.88,Percepat proses bongkar saat cuaca memungkinkan
ISS1551,09/06/2025,Belawan,Force Majeure,Cerah,8110,0.58,Percepat proses bongkar saat cuaca memungkinkan
ISS1552,15/06/2025,Makassar,Force Majeure,Kabut Tebal,15527,0.13,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1553,11/06/2025,Tanjung Priok,Cuaca Buruk,Badai,16238,0.38,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1554,15/06/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,13582,0.65,Alihkan ke pelabuhan terdekat
ISS1555,17/06/2025,Belawan,Force Majeure,Angin Kencang,7559,0.48,Koordinasi dengan otoritas pelabuhan
ISS1556,17/07/2025,Tanjung Priok,Force Majeure,Kabut Tebal,7026,0.85,Alihkan ke pelabuhan terdekat
ISS1557,20/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,7947,0.4,Alihkan ke pelabuhan terdekat
ISS1558,08/07/2025,Tanjung Priok,Force Majeure,Hujan Deras,17141,0.78,Koordinasi dengan otoritas pelabuhan
ISS1559,22/07/2025,Bitung,Cuaca Buruk,Angin Kencang,13611,0.89,Alihkan kontainer ke terminal lain
ISS1560,09/07/2025,Tanjung Perak,Overload,Badai,3885,0.3,Alokasikan ke terminal cadangan
ISS1561,10/07/2025,Tanjung Priok,Force Majeure,Kabut Tebal,14112,0.62,Alihkan ke pelabuhan terdekat
ISS1562,03/06/2025,Tanjung Priok,Overload,Angin Kencang,17429,0.12,Aktifkan jalur logistik alternatif
ISS1563,16/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,13206,0.49,Tambahkan armada ke pelabuhan
ISS1564,23/07/2025,Tanjung Perak,Overload,Cerah,3031,0.69,Koordinasi dengan otoritas pelabuhan
ISS1565,29/06/2025,Tanjung Perak,Overload,Cerah,5181,0.12,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1566,13/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,7417,0.7,Koordinasi dengan otoritas pelabuhan
ISS1567,05/06/2025,Tanjung Priok,Force Majeure,Badai,15882,0.67,Percepat proses bongkar saat cuaca memungkinkan
ISS1568,26/06/2025,Bitung,Force Majeure,Cerah,16091,0.14,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1569,17/06/2025,Bitung,Cuaca Buruk,Hujan Deras,4922,0.42,Tambahkan armada ke pelabuhan
ISS1570,26/07/2025,Tanjung Perak,Overload,Hujan Deras,11803,0.71,Tunda pengiriman hingga cuaca membaik
ISS1571,05/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,10397,0.16,Tunda pengiriman hingga cuaca membaik
ISS1572,10/07/2025,Bitung,Overload,Kabut Tebal,7352,0.64,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1573,10/07/2025,Bitung,Force Majeure,Kabut Tebal,10081,0.25,Aktifkan jalur logistik alternatif
ISS1574,10/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,15723,0.57,Alokasikan ke terminal cadangan
ISS1575,02/07/2025,Belawan,Force Majeure,Cerah,7287,0.73,Tambahkan armada ke pelabuhan
ISS1576,26/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,3407,0.45,Percepat proses bongkar saat cuaca memungkinkan
ISS1577,23/07/2025,Belawan,Overload,Angin Kencang,11245,0.59,Alihkan kontainer ke terminal lain
ISS1578,30/06/2025,Makassar,Overload,Kabut Tebal,17910,0.57,Alokasikan ke terminal cadangan
ISS1579,12/06/2025,Makassar,Cuaca Buruk,Cerah,14150,0.48,Alihkan ke pelabuhan terdekat
ISS1580,18/06/2025,Belawan,Force Majeure,Badai,19852,0.51,Tambahkan armada ke pelabuhan
ISS1581,15/07/2025,Tanjung Perak,Force Majeure,Kabut Tebal,7410,0.82,Tambahkan armada ke pelabuhan
ISS1582,03/07/2025,Tanjung Perak,Overload,Cerah,4681,0.3,Aktifkan jalur logistik alternatif
ISS1583,26/06/2025,Tanjung Priok,Force Majeure,Kabut Tebal,14639,0.34,Koordinasi dengan otoritas pelabuhan
ISS1584,23/06/2025,Tanjung Priok,Overload,Kabut Tebal,7120,0.11,Aktifkan jalur logistik alternatif
ISS1585,08/06/2025,Bitung,Overload,Angin Kencang,13394,0.52,Tambahkan armada ke pelabuhan
ISS1586,13/06/2025,Tanjung Perak,Force Majeure,Badai,19622,0.95,Percepat proses bongkar saat cuaca memungkinkan
ISS1587,30/07/2025,Belawan,Force Majeure,Cerah,17298,0.31,Tambahkan armada ke pelabuhan
ISS1588,16/06/2025,Makassar,Cuaca Buruk,Kabut Tebal,5554,0.23,Alihkan ke pelabuhan terdekat
ISS1589,20/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,18202,0.36,Alihkan kontainer ke terminal lain
ISS1590,24/06/2025,Makassar,Force Majeure,Kabut Tebal,11810,0.87,Percepat proses bongkar saat cuaca memungkinkan
ISS1591,09/07/2025,Bitung,Cuaca Buruk,Hujan Deras,15564,0.76,Percepat proses bongkar saat cuaca memungkinkan
ISS1592,30/06/2025,Belawan,Overload,Badai,6892,0.16,Alihkan kontainer ke terminal lain
ISS1593,27/06/2025,Tanjung Priok,Overload,Kabut Tebal,9250,0.3,Alihkan kontainer ke terminal lain
ISS1594,18/06/2025,Bitung,Cuaca Buruk,Cerah,19031,0.71,Alihkan kontainer ke terminal lain
ISS1595,05/07/2025,Makassar,Overload,Kabut Tebal,9891,0.48,Percepat proses bongkar saat cuaca memungkinkan
ISS1596,09/06/2025,Makassar,Cuaca Buruk,Cerah,19427,0.36,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1597,12/07/2025,Makassar,Force Majeure,Angin Kencang,12031,0.19,Tunda pengiriman hingga cuaca membaik
ISS1598,22/07/2025,Bitung,Force Majeure,Cerah,4821,0.93,Aktifkan jalur logistik alternatif
ISS1599,06/07/2025,Tanjung Priok,Force Majeure,Hujan Deras,12092,0.63,Tambahkan armada ke pelabuhan
ISS1600,05/07/2025,Makassar,Overload,Hujan Deras,7998,0.84,Percepat proses bongkar saat cuaca memungkinkan
ISS1601,30/07/2025,Tanjung Perak,Overload,Badai,13710,0.45,Koordinasi dengan otoritas pelabuhan
ISS1602,29/06/2025,Bitung,Overload,Badai,4845,0.12,Tunda pengiriman hingga cuaca membaik
ISS1603,21/07/2025,Makassar,Force Majeure,Cerah,11927,0.68,Percepat proses bongkar saat cuaca memungkinkan
ISS1604,10/06/2025,Makassar,Force Majeure,Kabut Tebal,8149,0.38,Percepat proses bongkar saat cuaca memungkinkan
ISS1605,23/07/2025,Tanjung Priok,Force Majeure,Cerah,16488,0.79,Alihkan kontainer ke terminal lain
ISS1606,04/07/2025,Bitung,Overload,Cerah,19708,0.65,Aktifkan jalur logistik alternatif
ISS1607,20/07/2025,Belawan,Force Majeure,Hujan Deras,6672,0.2,Alihkan ke pelabuhan terdekat
ISS1608,05/06/2025,Tanjung Priok,Cuaca Buruk,Cerah,11541,0.31,Percepat proses bongkar saat cuaca memungkinkan
ISS1609,09/07/2025,Tanjung Priok,Overload,Hujan Deras,3795,0.28,Alihkan ke pelabuhan terdekat
ISS1610,06/07/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,16235,0.51,Aktifkan jalur logistik alternatif
ISS1611,24/07/2025,Tanjung Priok,Overload,Cerah,8699,0.67,Tunda pengiriman hingga cuaca membaik
ISS1612,03/07/2025,Makassar,Cuaca Buruk,Hujan Deras,16871,0.43,Alihkan kontainer ke terminal lain
ISS1613,27/07/2025,Tanjung Perak,Overload,Kabut Tebal,7851,0.78,Tunda pengiriman hingga cuaca membaik
ISS1614,06/07/2025,Makassar,Overload,Cerah,19874,0.76,Tambahkan armada ke pelabuhan
ISS1615,23/06/2025,Tanjung Perak,Overload,Cerah,19038,0.28,Alihkan kontainer ke terminal lain
ISS1616,23/06/2025,Tanjung Priok,Overload,Cerah,14547,0.74,Alihkan kontainer ke terminal lain
ISS1617,09/06/2025,Tanjung Priok,Overload,Angin Kencang,7273,0.86,Alihkan kontainer ke terminal lain
ISS1618,07/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,18345,0.4,Percepat proses bongkar saat cuaca memungkinkan
ISS1619,27/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,7185,0.77,Alihkan ke pelabuhan terdekat
ISS1620,18/06/2025,Belawan,Force Majeure,Kabut Tebal,12442,0.83,Aktifkan jalur logistik alternatif
ISS1621,29/06/2025,Bitung,Overload,Cerah,14867,0.81,Alihkan kontainer ke terminal lain
ISS1622,19/07/2025,Bitung,Cuaca Buruk,Cerah,14403,0.89,Aktifkan jalur logistik alternatif
ISS1623,23/06/2025,Bitung,Cuaca Buruk,Cerah,18579,0.65,Aktifkan jalur logistik alternatif
ISS1624,30/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,9588,0.39,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1625,20/06/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,4591,0.84,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1626,21/07/2025,Bitung,Cuaca Buruk,Kabut Tebal,7937,0.1,Tunda pengiriman hingga cuaca membaik
ISS1627,29/06/2025,Belawan,Overload,Kabut Tebal,17936,0.29,Tunda pengiriman hingga cuaca membaik
ISS1628,24/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,2798,0.44,Alihkan ke pelabuhan terdekat
ISS1629,22/06/2025,Tanjung Priok,Overload,Hujan Deras,12948,0.79,Alokasikan ke terminal cadangan
ISS1630,16/06/2025,Belawan,Force Majeure,Angin Kencang,14671,0.75,Alokasikan ke terminal cadangan
ISS1631,14/07/2025,Tanjung Perak,Overload,Cerah,4426,0.28,Alokasikan ke terminal cadangan
ISS1632,26/06/2025,Tanjung Perak,Cuaca Buruk,Badai,12342,0.95,Tambahkan armada ke pelabuhan
ISS1633,07/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,12085,0.89,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1634,15/06/2025,Bitung,Overload,Badai,2911,0.83,Alokasikan ke terminal cadangan
ISS1635,03/06/2025,Tanjung Priok,Overload,Hujan Deras,5542,0.63,Koordinasi dengan otoritas pelabuhan
ISS1636,12/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,12980,0.25,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1637,25/07/2025,Belawan,Overload,Kabut Tebal,5835,0.36,Aktifkan jalur logistik alternatif
ISS1638,19/06/2025,Belawan,Overload,Badai,8884,0.21,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1639,10/06/2025,Bitung,Cuaca Buruk,Angin Kencang,4711,0.38,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1640,07/06/2025,Tanjung Perak,Overload,Cerah,13426,0.36,Alihkan kontainer ke terminal lain
ISS1641,12/07/2025,Tanjung Perak,Force Majeure,Cerah,15715,0.55,Percepat proses bongkar saat cuaca memungkinkan
ISS1642,29/07/2025,Bitung,Cuaca Buruk,Kabut Tebal,15935,0.9,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1643,02/07/2025,Tanjung Priok,Cuaca Buruk,Badai,18847,0.6,Alihkan kontainer ke terminal lain
ISS1644,26/06/2025,Tanjung Perak,Overload,Hujan Deras,3718,0.71,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1645,10/07/2025,Tanjung Perak,Overload,Hujan Deras,12907,0.65,Tambahkan armada ke pelabuhan
ISS1646,06/06/2025,Makassar,Force Majeure,Kabut Tebal,8285,0.6,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1647,11/07/2025,Makassar,Cuaca Buruk,Angin Kencang,10335,0.71,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1648,26/07/2025,Bitung,Force Majeure,Hujan Deras,12673,0.8,Koordinasi dengan otoritas pelabuhan
ISS1649,04/06/2025,Tanjung Perak,Overload,Cerah,18784,0.61,Alokasikan ke terminal cadangan
ISS1650,04/06/2025,Bitung,Cuaca Buruk,Kabut Tebal,15479,0.65,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1651,06/07/2025,Bitung,Overload,Badai,14313,0.55,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1652,05/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,19224,0.81,Aktifkan jalur logistik alternatif
ISS1653,17/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,14340,0.91,Percepat proses bongkar saat cuaca memungkinkan
ISS1654,22/07/2025,Bitung,Force Majeure,Kabut Tebal,2876,0.7,Koordinasi dengan otoritas pelabuhan
ISS1655,14/06/2025,Belawan,Overload,Cerah,4654,0.8,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1656,14/06/2025,Belawan,Overload,Kabut Tebal,5036,0.21,Percepat proses bongkar saat cuaca memungkinkan
ISS1657,25/07/2025,Belawan,Force Majeure,Cerah,3355,0.35,Alokasikan ke terminal cadangan
ISS1658,13/07/2025,Belawan,Force Majeure,Angin Kencang,14291,0.88,Tunda pengiriman hingga cuaca membaik
ISS1659,19/07/2025,Tanjung Priok,Cuaca Buruk,Badai,14332,0.49,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1660,03/07/2025,Makassar,Overload,Angin Kencang,7790,0.87,Alihkan kontainer ke terminal lain
ISS1661,23/07/2025,Tanjung Priok,Overload,Angin Kencang,15089,0.77,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1662,17/07/2025,Belawan,Overload,Angin Kencang,3326,0.57,Alihkan ke pelabuhan terdekat
ISS1663,01/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,4536,0.11,Koordinasi dengan otoritas pelabuhan
ISS1664,21/06/2025,Belawan,Force Majeure,Kabut Tebal,13154,0.81,Alihkan ke pelabuhan terdekat
ISS1665,12/06/2025,Tanjung Priok,Overload,Badai,11490,0.46,Tambahkan armada ke pelabuhan
ISS1666,07/06/2025,Belawan,Overload,Hujan Deras,6883,0.8,Aktifkan jalur logistik alternatif
ISS1667,11/07/2025,Tanjung Priok,Force Majeure,Cerah,19084,0.31,Koordinasi dengan otoritas pelabuhan
ISS1668,07/07/2025,Tanjung Priok,Overload,Kabut Tebal,19688,0.65,Alihkan ke pelabuhan terdekat
ISS1669,18/07/2025,Belawan,Force Majeure,Cerah,2749,0.67,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1670,23/07/2025,Bitung,Overload,Kabut Tebal,14639,0.61,Koordinasi dengan otoritas pelabuhan
ISS1671,27/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,10534,0.45,Koordinasi dengan otoritas pelabuhan
ISS1672,04/06/2025,Bitung,Force Majeure,Kabut Tebal,12798,0.36,Tambahkan armada ke pelabuhan
ISS1673,18/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,13616,0.42,Percepat proses bongkar saat cuaca memungkinkan
ISS1674,17/07/2025,Makassar,Overload,Angin Kencang,3171,0.67,Alokasikan ke terminal cadangan
ISS1675,28/06/2025,Belawan,Cuaca Buruk,Angin Kencang,18383,0.9,Tunda pengiriman hingga cuaca membaik
ISS1676,02/07/2025,Tanjung Perak,Overload,Cerah,7564,0.41,Aktifkan jalur logistik alternatif
ISS1677,25/06/2025,Belawan,Overload,Hujan Deras,14760,0.92,Aktifkan jalur logistik alternatif
ISS1678,14/07/2025,Makassar,Cuaca Buruk,Hujan Deras,3634,0.43,Alihkan ke pelabuhan terdekat
ISS1679,22/07/2025,Tanjung Perak,Cuaca Buruk,Badai,16403,0.5,Tambahkan armada ke pelabuhan
ISS1680,16/07/2025,Makassar,Cuaca Buruk,Angin Kencang,13619,0.95,Koordinasi dengan otoritas pelabuhan
ISS1681,07/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,5688,0.87,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1682,14/07/2025,Tanjung Perak,Overload,Cerah,15984,0.83,Koordinasi dengan otoritas pelabuhan
ISS1683,25/07/2025,Belawan,Force Majeure,Angin Kencang,9157,0.2,Alokasikan ke terminal cadangan
ISS1684,15/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,6050,0.63,Alihkan kontainer ke terminal lain
ISS1685,07/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,5723,0.48,Koordinasi dengan otoritas pelabuhan
ISS1686,03/06/2025,Tanjung Perak,Overload,Cerah,18496,0.52,Tunda pengiriman hingga cuaca membaik
ISS1687,12/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,5632,0.43,Koordinasi dengan otoritas pelabuhan
ISS1688,11/06/2025,Makassar,Force Majeure,Hujan Deras,8130,0.38,Tambahkan armada ke pelabuhan
ISS1689,02/06/2025,Tanjung Priok,Force Majeure,Cerah,17044,0.2,Koordinasi dengan otoritas pelabuhan
ISS1690,29/07/2025,Tanjung Perak,Overload,Angin Kencang,5234,0.57,Alihkan ke pelabuhan terdekat
ISS1691,07/06/2025,Bitung,Cuaca Buruk,Angin Kencang,9835,0.56,Koordinasi dengan otoritas pelabuhan
ISS1692,09/06/2025,Makassar,Overload,Badai,12425,0.42,Alihkan kontainer ke terminal lain
ISS1693,01/07/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,4040,0.23,Alihkan ke pelabuhan terdekat
ISS1694,28/06/2025,Tanjung Priok,Overload,Hujan Deras,13381,0.7,Alihkan kontainer ke terminal lain
ISS1695,06/07/2025,Makassar,Overload,Angin Kencang,4206,0.84,Alokasikan ke terminal cadangan
ISS1696,17/06/2025,Bitung,Force Majeure,Angin Kencang,9520,0.38,Alihkan ke pelabuhan terdekat
ISS1697,09/06/2025,Tanjung Perak,Force Majeure,Badai,11833,0.73,Percepat proses bongkar saat cuaca memungkinkan
ISS1698,09/06/2025,Belawan,Overload,Cerah,7043,0.13,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1699,19/06/2025,Makassar,Cuaca Buruk,Cerah,3319,0.27,Aktifkan jalur logistik alternatif
ISS1700,20/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,12670,0.25,Tunda pengiriman hingga cuaca membaik
ISS1701,24/06/2025,Belawan,Cuaca Buruk,Hujan Deras,18168,0.15,Tambahkan armada ke pelabuhan
ISS1702,27/06/2025,Bitung,Cuaca Buruk,Hujan Deras,19910,0.93,Tambahkan armada ke pelabuhan
ISS1703,04/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,12492,0.65,Koordinasi dengan otoritas pelabuhan
ISS1704,05/06/2025,Tanjung Priok,Force Majeure,Kabut Tebal,3726,0.46,Alihkan ke pelabuhan terdekat
ISS1705,29/07/2025,Makassar,Cuaca Buruk,Cerah,13582,0.9,Percepat proses bongkar saat cuaca memungkinkan
ISS1706,15/06/2025,Makassar,Overload,Cerah,4567,0.49,Alihkan kontainer ke terminal lain
ISS1707,09/06/2025,Tanjung Priok,Cuaca Buruk,Badai,17740,0.26,Alihkan kontainer ke terminal lain
ISS1708,18/07/2025,Bitung,Force Majeure,Kabut Tebal,14617,0.18,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1709,04/07/2025,Bitung,Cuaca Buruk,Cerah,8240,0.7,Aktifkan jalur logistik alternatif
ISS1710,29/07/2025,Bitung,Force Majeure,Badai,12834,0.93,Percepat proses bongkar saat cuaca memungkinkan
ISS1711,01/07/2025,Bitung,Overload,Kabut Tebal,6287,0.65,Koordinasi dengan otoritas pelabuhan
ISS1712,11/06/2025,Tanjung Perak,Cuaca Buruk,Cerah,17559,0.66,Alihkan ke pelabuhan terdekat
ISS1713,09/06/2025,Belawan,Cuaca Buruk,Hujan Deras,3345,0.21,Alihkan kontainer ke terminal lain
ISS1714,27/06/2025,Tanjung Priok,Overload,Hujan Deras,19442,0.4,Tunda pengiriman hingga cuaca membaik
ISS1715,26/07/2025,Makassar,Force Majeure,Kabut Tebal,8637,0.69,Percepat proses bongkar saat cuaca memungkinkan
ISS1716,10/07/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,14492,0.64,Alihkan ke pelabuhan terdekat
ISS1717,05/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,7959,0.92,Alihkan kontainer ke terminal lain
ISS1718,09/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,2532,0.51,Aktifkan jalur logistik alternatif
ISS1719,20/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,6754,0.79,Tunda pengiriman hingga cuaca membaik
ISS1720,03/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,19717,0.89,Tunda pengiriman hingga cuaca membaik
ISS1721,08/06/2025,Makassar,Force Majeure,Kabut Tebal,4854,0.71,Alokasikan ke terminal cadangan
ISS1722,03/07/2025,Makassar,Overload,Angin Kencang,4050,0.29,Alokasikan ke terminal cadangan
ISS1723,04/07/2025,Bitung,Overload,Hujan Deras,13627,0.34,Percepat proses bongkar saat cuaca memungkinkan
ISS1724,07/07/2025,Tanjung Perak,Cuaca Buruk,Badai,4043,0.73,Tunda pengiriman hingga cuaca membaik
ISS1725,03/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,4909,0.43,Tambahkan armada ke pelabuhan
ISS1726,23/07/2025,Makassar,Cuaca Buruk,Hujan Deras,5286,0.28,Tambahkan armada ke pelabuhan
ISS1727,12/06/2025,Tanjung Priok,Cuaca Buruk,Cerah,5255,0.73,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1728,28/06/2025,Tanjung Perak,Overload,Badai,11429,0.86,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1729,30/07/2025,Tanjung Perak,Overload,Badai,19906,0.49,Percepat proses bongkar saat cuaca memungkinkan
ISS1730,19/07/2025,Makassar,Force Majeure,Badai,10237,0.45,Alihkan kontainer ke terminal lain
ISS1731,07/07/2025,Tanjung Priok,Force Majeure,Kabut Tebal,13818,0.55,Percepat proses bongkar saat cuaca memungkinkan
ISS1732,25/07/2025,Tanjung Perak,Overload,Badai,14907,0.57,Alihkan kontainer ke terminal lain
ISS1733,11/07/2025,Makassar,Force Majeure,Cerah,5905,0.66,Tambahkan armada ke pelabuhan
ISS1734,18/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,7085,0.86,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1735,01/06/2025,Tanjung Perak,Overload,Badai,7429,0.82,Alihkan ke pelabuhan terdekat
ISS1736,22/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,11992,0.9,Alokasikan ke terminal cadangan
ISS1737,04/07/2025,Bitung,Overload,Hujan Deras,3440,0.74,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1738,10/06/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,7900,0.87,Alihkan kontainer ke terminal lain
ISS1739,05/07/2025,Belawan,Force Majeure,Cerah,12652,0.11,Percepat proses bongkar saat cuaca memungkinkan
ISS1740,14/06/2025,Makassar,Overload,Cerah,6946,0.86,Alokasikan ke terminal cadangan
ISS1741,14/07/2025,Belawan,Cuaca Buruk,Cerah,16673,0.76,Tambahkan armada ke pelabuhan
ISS1742,09/07/2025,Makassar,Cuaca Buruk,Angin Kencang,5578,0.43,Alihkan ke pelabuhan terdekat
ISS1743,11/07/2025,Belawan,Cuaca Buruk,Badai,6272,0.6,Koordinasi dengan otoritas pelabuhan
ISS1744,16/06/2025,Tanjung Perak,Cuaca Buruk,Cerah,11534,0.9,Alokasikan ke terminal cadangan
ISS1745,16/07/2025,Bitung,Force Majeure,Badai,12083,0.66,Alokasikan ke terminal cadangan
ISS1746,29/06/2025,Tanjung Priok,Overload,Badai,14994,0.72,Koordinasi dengan otoritas pelabuhan
ISS1747,03/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,14112,0.25,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1748,06/06/2025,Bitung,Force Majeure,Cerah,8584,0.72,Aktifkan jalur logistik alternatif
ISS1749,01/06/2025,Belawan,Overload,Badai,17320,0.55,Aktifkan jalur logistik alternatif
ISS1750,08/06/2025,Belawan,Cuaca Buruk,Cerah,18407,0.71,Alokasikan ke terminal cadangan
ISS1751,05/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,16262,0.92,Aktifkan jalur logistik alternatif
